# "CreateBonds.num_bonds" "Frame" "Timestep"
703 156 15600 
686 157 15700 
676 158 15800 
667 159 15900 
653 160 16000 
649 161 16100 
632 162 16200 
663 163 16300 
659 164 16400 
664 165 16500 
650 166 16600 
660 167 16700 
653 168 16800 
628 169 16900 
650 170 17000 
649 171 17100 
639 172 17200 
638 173 17300 
649 174 17400 
642 175 17500 
658 176 17600 
638 177 17700 
635 178 17800 
651 179 17900 
623 180 18000 
663 181 18100 
667 182 18200 
625 183 18300 
638 184 18400 
635 185 18500 
637 186 18600 
650 187 18700 
630 188 18800 
637 189 18900 
606 190 19000 
644 191 19100 
611 192 19200 
642 193 19300 
640 194 19400 
639 195 19500 
647 196 19600 
640 197 19700 
627 198 19800 
632 199 19900 
613 200 20000 
666 201 20100 
627 202 20200 
640 203 20300 
612 204 20400 
625 205 20500 
610 206 20600 
612 207 20700 
609 208 20800 
597 209 20900 
613 210 21000 
613 211 21100 
604 212 21200 
601 213 21300 
617 214 21400 
585 215 21500 
587 216 21600 
622 217 21700 
623 218 21800 
615 219 21900 
627 220 22000 
589 221 22100 
603 222 22200 
588 223 22300 
565 224 22400 
576 225 22500 
558 226 22600 
599 227 22700 
568 228 22800 
570 229 22900 
573 230 23000 
572 231 23100 
566 232 23200 
573 233 23300 
569 234 23400 
558 235 23500 
576 236 23600 
610 237 23700 
538 238 23800 
559 239 23900 
577 240 24000 
562 241 24100 
578 242 24200 
559 243 24300 
563 244 24400 
586 245 24500 
570 246 24600 
555 247 24700 
557 248 24800 
528 249 24900 
526 250 25000 
549 251 25100 
560 252 25200 
537 253 25300 
540 254 25400 
575 255 25500 
537 256 25600 
545 257 25700 
553 258 25800 
532 259 25900 
556 260 26000 
583 261 26100 
558 262 26200 
548 263 26300 
545 264 26400 
542 265 26500 
557 266 26600 
541 267 26700 
528 268 26800 
546 269 26900 
556 270 27000 
534 271 27100 
522 272 27200 
548 273 27300 
542 274 27400 
520 275 27500 
515 276 27600 
517 277 27700 
521 278 27800 
499 279 27900 
530 280 28000 
528 281 28100 
550 282 28200 
546 283 28300 
510 284 28400 
503 285 28500 
546 286 28600 
543 287 28700 
520 288 28800 
527 289 28900 
524 290 29000 
536 291 29100 
554 292 29200 
531 293 29300 
526 294 29400 
512 295 29500 
510 296 29600 
551 297 29700 
518 298 29800 
548 299 29900 
512 300 30000 
528 301 30100 
508 302 30200 
531 303 30300 
488 304 30400 
516 305 30500 
506 306 30600 
511 307 30700 
493 308 30800 
494 309 30900 
511 310 31000 
471 311 31100 
487 312 31200 
485 313 31300 
469 314 31400 
506 315 31500 
476 316 31600 
488 317 31700 
483 318 31800 
476 319 31900 
456 320 32000 
467 321 32100 
497 322 32200 
468 323 32300 
505 324 32400 
480 325 32500 
471 326 32600 
506 327 32700 
485 328 32800 
458 329 32900 
500 330 33000 
464 331 33100 
477 332 33200 
489 333 33300 
486 334 33400 
460 335 33500 
458 336 33600 
441 337 33700 
462 338 33800 
457 339 33900 
459 340 34000 
453 341 34100 
441 342 34200 
444 343 34300 
463 344 34400 
438 345 34500 
454 346 34600 
456 347 34700 
444 348 34800 
443 349 34900 
441 350 35000 
415 351 35100 
450 352 35200 
434 353 35300 
440 354 35400 
428 355 35500 
457 356 35600 
419 357 35700 
441 358 35800 
388 359 35900 
459 360 36000 
425 361 36100 
425 362 36200 
440 363 36300 
404 364 36400 
418 365 36500 
433 366 36600 
428 367 36700 
457 368 36800 
443 369 36900 
454 370 37000 
434 371 37100 
433 372 37200 
416 373 37300 
438 374 37400 
410 375 37500 
424 376 37600 
426 377 37700 
418 378 37800 
391 379 37900 
405 380 38000 
433 381 38100 
427 382 38200 
443 383 38300 
418 384 38400 
400 385 38500 
377 386 38600 
419 387 38700 
410 388 38800 
383 389 38900 
435 390 39000 
410 391 39100 
435 392 39200 
407 393 39300 
410 394 39400 
405 395 39500 
403 396 39600 
400 397 39700 
388 398 39800 
388 399 39900 
371 400 40000 
373 401 40100 
384 402 40200 
352 403 40300 
394 404 40400 
384 405 40500 
395 406 40600 
380 407 40700 
364 408 40800 
412 409 40900 
379 410 41000 
388 411 41100 
359 412 41200 
368 413 41300 
343 414 41400 
367 415 41500 
372 416 41600 
360 417 41700 
381 418 41800 
360 419 41900 
363 420 42000 
380 421 42100 
373 422 42200 
366 423 42300 
383 424 42400 
375 425 42500 
385 426 42600 
385 427 42700 
359 428 42800 
346 429 42900 
368 430 43000 
390 431 43100 
350 432 43200 
327 433 43300 
355 434 43400 
354 435 43500 
327 436 43600 
323 437 43700 
328 438 43800 
320 439 43900 
321 440 44000 
281 441 44100 
321 442 44200 
316 443 44300 
322 444 44400 
341 445 44500 
336 446 44600 
315 447 44700 
309 448 44800 
292 449 44900 
315 450 45000 
298 451 45100 
303 452 45200 
307 453 45300 
306 454 45400 
294 455 45500 
262 456 45600 
269 457 45700 
278 458 45800 
288 459 45900 
298 460 46000 
295 461 46100 
270 462 46200 
276 463 46300 
285 464 46400 
296 465 46500 
248 466 46600 
294 467 46700 
256 468 46800 
277 469 46900 
267 470 47000 
241 471 47100 
264 472 47200 
256 473 47300 
222 474 47400 
236 475 47500 
254 476 47600 
265 477 47700 
262 478 47800 
227 479 47900 
263 480 48000 
265 481 48100 
221 482 48200 
223 483 48300 
216 484 48400 
231 485 48500 
226 486 48600 
221 487 48700 
233 488 48800 
224 489 48900 
208 490 49000 
220 491 49100 
234 492 49200 
221 493 49300 
194 494 49400 
212 495 49500 
215 496 49600 
211 497 49700 
210 498 49800 
203 499 49900 
213 500 50000 
210 501 50100 
216 502 50200 
222 503 50300 
193 504 50400 
208 505 50500 
182 506 50600 
219 507 50700 
208 508 50800 
203 509 50900 
229 510 51000 
197 511 51100 
213 512 51200 
217 513 51300 
213 514 51400 
197 515 51500 
203 516 51600 
208 517 51700 
212 518 51800 
183 519 51900 
240 520 52000 
207 521 52100 
199 522 52200 
190 523 52300 
217 524 52400 
197 525 52500 
187 526 52600 
190 527 52700 
183 528 52800 
188 529 52900 
168 530 53000 
213 531 53100 
216 532 53200 
196 533 53300 
197 534 53400 
233 535 53500 
165 536 53600 
203 537 53700 
204 538 53800 
207 539 53900 
191 540 54000 
213 541 54100 
231 542 54200 
208 543 54300 
208 544 54400 
187 545 54500 
196 546 54600 
236 547 54700 
212 548 54800 
204 549 54900 
209 550 55000 
197 551 55100 
204 552 55200 
187 553 55300 
192 554 55400 
206 555 55500 
199 556 55600 
192 557 55700 
214 558 55800 
190 559 55900 
198 560 56000 
197 561 56100 
187 562 56200 
194 563 56300 
186 564 56400 
194 565 56500 
193 566 56600 
196 567 56700 
209 568 56800 
210 569 56900 
202 570 57000 
214 571 57100 
208 572 57200 
222 573 57300 
205 574 57400 
201 575 57500 
189 576 57600 
193 577 57700 
195 578 57800 
204 579 57900 
200 580 58000 
197 581 58100 
215 582 58200 
197 583 58300 
182 584 58400 
210 585 58500 
196 586 58600 
200 587 58700 
206 588 58800 
189 589 58900 
210 590 59000 
203 591 59100 
186 592 59200 
177 593 59300 
207 594 59400 
222 595 59500 
161 596 59600 
200 597 59700 
214 598 59800 
184 599 59900 
185 600 60000 
196 601 60100 
192 602 60200 
204 603 60300 
179 604 60400 
168 605 60500 
194 606 60600 
177 607 60700 
200 608 60800 
183 609 60900 
204 610 61000 
178 611 61100 
181 612 61200 
170 613 61300 
203 614 61400 
170 615 61500 
174 616 61600 
194 617 61700 
179 618 61800 
190 619 61900 
199 620 62000 
182 621 62100 
194 622 62200 
172 623 62300 
168 624 62400 
163 625 62500 
191 626 62600 
175 627 62700 
206 628 62800 
187 629 62900 
215 630 63000 
177 631 63100 
170 632 63200 
181 633 63300 
193 634 63400 
182 635 63500 
180 636 63600 
184 637 63700 
190 638 63800 
194 639 63900 
192 640 64000 
188 641 64100 
206 642 64200 
210 643 64300 
184 644 64400 
202 645 64500 
187 646 64600 
178 647 64700 
210 648 64800 
180 649 64900 
181 650 65000 
158 651 65100 
190 652 65200 
190 653 65300 
184 654 65400 
195 655 65500 
158 656 65600 
204 657 65700 
197 658 65800 
184 659 65900 
165 660 66000 
186 661 66100 
171 662 66200 
183 663 66300 
191 664 66400 
154 665 66500 
175 666 66600 
177 667 66700 
187 668 66800 
174 669 66900 
170 670 67000 
192 671 67100 
186 672 67200 
199 673 67300 
163 674 67400 
171 675 67500 
169 676 67600 
186 677 67700 
175 678 67800 
171 679 67900 
200 680 68000 
184 681 68100 
239 682 68200 
183 683 68300 
177 684 68400 
185 685 68500 
198 686 68600 
174 687 68700 
183 688 68800 
175 689 68900 
178 690 69000 
175 691 69100 
185 692 69200 
184 693 69300 
175 694 69400 
178 695 69500 
169 696 69600 
182 697 69700 
166 698 69800 
167 699 69900 
179 700 70000 
182 701 70100 
184 702 70200 
162 703 70300 
164 704 70400 
157 705 70500 
195 706 70600 
169 707 70700 
190 708 70800 
192 709 70900 
178 710 71000 
166 711 71100 
178 712 71200 
181 713 71300 
196 714 71400 
178 715 71500 
200 716 71600 
172 717 71700 
182 718 71800 
193 719 71900 
169 720 72000 
183 721 72100 
201 722 72200 
164 723 72300 
170 724 72400 
180 725 72500 
183 726 72600 
189 727 72700 
184 728 72800 
188 729 72900 
163 730 73000 
184 731 73100 
161 732 73200 
162 733 73300 
166 734 73400 
171 735 73500 
165 736 73600 
207 737 73700 
178 738 73800 
165 739 73900 
185 740 74000 
190 741 74100 
173 742 74200 
183 743 74300 
174 744 74400 
161 745 74500 
200 746 74600 
181 747 74700 
201 748 74800 
176 749 74900 
173 750 75000 
195 751 75100 
180 752 75200 
172 753 75300 
190 754 75400 
185 755 75500 
202 756 75600 
170 757 75700 
165 758 75800 
192 759 75900 
175 760 76000 
181 761 76100 
180 762 76200 
195 763 76300 
177 764 76400 
201 765 76500 
192 766 76600 
193 767 76700 
165 768 76800 
173 769 76900 
186 770 77000 
191 771 77100 
188 772 77200 
194 773 77300 
170 774 77400 
178 775 77500 
180 776 77600 
196 777 77700 
190 778 77800 
173 779 77900 
172 780 78000 
163 781 78100 
165 782 78200 
169 783 78300 
174 784 78400 
149 785 78500 
178 786 78600 
151 787 78700 
203 788 78800 
173 789 78900 
171 790 79000 
182 791 79100 
181 792 79200 
171 793 79300 
187 794 79400 
176 795 79500 
180 796 79600 
181 797 79700 
167 798 79800 
182 799 79900 
184 800 80000 
159 801 80100 
179 802 80200 
169 803 80300 
167 804 80400 
166 805 80500 
168 806 80600 
160 807 80700 
177 808 80800 
195 809 80900 
194 810 81000 
173 811 81100 
158 812 81200 
172 813 81300 
181 814 81400 
167 815 81500 
177 816 81600 
157 817 81700 
167 818 81800 
173 819 81900 
164 820 82000 
166 821 82100 
161 822 82200 
173 823 82300 
177 824 82400 
177 825 82500 
174 826 82600 
165 827 82700 
168 828 82800 
189 829 82900 
173 830 83000 
176 831 83100 
191 832 83200 
162 833 83300 
178 834 83400 
169 835 83500 
170 836 83600 
175 837 83700 
173 838 83800 
193 839 83900 
169 840 84000 
164 841 84100 
181 842 84200 
174 843 84300 
163 844 84400 
160 845 84500 
179 846 84600 
194 847 84700 
178 848 84800 
180 849 84900 
188 850 85000 
169 851 85100 
178 852 85200 
175 853 85300 
165 854 85400 
202 855 85500 
173 856 85600 
180 857 85700 
172 858 85800 
165 859 85900 
164 860 86000 
185 861 86100 
170 862 86200 
163 863 86300 
170 864 86400 
156 865 86500 
182 866 86600 
166 867 86700 
183 868 86800 
202 869 86900 
172 870 87000 
170 871 87100 
166 872 87200 
153 873 87300 
166 874 87400 
169 875 87500 
186 876 87600 
180 877 87700 
157 878 87800 
155 879 87900 
183 880 88000 
176 881 88100 
162 882 88200 
166 883 88300 
181 884 88400 
188 885 88500 
184 886 88600 
178 887 88700 
171 888 88800 
165 889 88900 
162 890 89000 
184 891 89100 
165 892 89200 
182 893 89300 
164 894 89400 
189 895 89500 
160 896 89600 
176 897 89700 
168 898 89800 
185 899 89900 
160 900 90000 
166 901 90100 
167 902 90200 
167 903 90300 
175 904 90400 
154 905 90500 
159 906 90600 
174 907 90700 
164 908 90800 
162 909 90900 
170 910 91000 
172 911 91100 
169 912 91200 
156 913 91300 
174 914 91400 
173 915 91500 
170 916 91600 
171 917 91700 
164 918 91800 
184 919 91900 
187 920 92000 
163 921 92100 
162 922 92200 
170 923 92300 
159 924 92400 
179 925 92500 
137 926 92600 
151 927 92700 
178 928 92800 
156 929 92900 
160 930 93000 
158 931 93100 
174 932 93200 
172 933 93300 
156 934 93400 
159 935 93500 
163 936 93600 
198 937 93700 
202 938 93800 
168 939 93900 
155 940 94000 
172 941 94100 
176 942 94200 
149 943 94300 
171 944 94400 
186 945 94500 
169 946 94600 
174 947 94700 
149 948 94800 
145 949 94900 
172 950 95000 
177 951 95100 
138 952 95200 
158 953 95300 
171 954 95400 
166 955 95500 
169 956 95600 
149 957 95700 
179 958 95800 
156 959 95900 
160 960 96000 
162 961 96100 
160 962 96200 
169 963 96300 
150 964 96400 
170 965 96500 
158 966 96600 
143 967 96700 
174 968 96800 
170 969 96900 
166 970 97000 
185 971 97100 
163 972 97200 
179 973 97300 
183 974 97400 
160 975 97500 
152 976 97600 
168 977 97700 
164 978 97800 
182 979 97900 
165 980 98000 
192 981 98100 
184 982 98200 
173 983 98300 
169 984 98400 
177 985 98500 
162 986 98600 
161 987 98700 
163 988 98800 
159 989 98900 
156 990 99000 
147 991 99100 
142 992 99200 
167 993 99300 
158 994 99400 
165 995 99500 
149 996 99600 
167 997 99700 
168 998 99800 
166 999 99900 
185 1000 100000 
