LAMMPS data file via write_data, version 23 Jun 2022, timestep = 41000

3840 atoms
1 atom types

-59.94164450732172 57.365945785452176 xlo xhi
-26.088017754945824 6.860456654526951 ylo yhi
-19.02300740330877 19.164057125200852 zlo zhi

Masses

1 12.011

Atoms # atomic

599 1 -42.836988392461215 -18.1255827127569 -17.494688877185222 0 0 0
596 1 -44.1389367657279 -17.91949795882439 -17.97601888013077 0 0 0
543 1 -43.272581827215085 -19.911912327291567 -15.759533542049818 0 0 0
542 1 -43.01235313935275 -20.05732581416857 -14.430340680498777 0 0 0
548 1 -42.410350182790914 -19.113545905285896 -16.585742231061836 0 0 0
547 1 -41.049227093975915 -19.161682310019657 -16.206956850227815 0 0 0
546 1 -40.7044064376838 -19.589779891821458 -14.910434968853245 0 0 0
545 1 -41.72290663163335 -19.78915360957986 -13.932005997066842 0 0 0
498 1 -39.115843771994044 -19.413101939594053 -13.203711929013878 0 0 0
549 1 -39.393918759660785 -19.54015373266898 -14.533963945094504 0 0 0
501 1 -35.42379864430867 -19.470210457513186 -13.403566396595783 0 0 0
556 1 -37.824076949870474 -18.048230711973567 -17.448137638830975 0 0 0
557 1 -34.73517639769057 -19.207622613214777 -15.700640948405473 0 0 0
506 1 -34.39660547895647 -19.518228945550735 -14.353780898068404 0 0 0
554 1 -36.0650617596858 -19.109646839933152 -16.11086159558062 0 0 0
502 1 -36.75389163113967 -19.436740486073663 -13.79535999853788 0 0 0
550 1 -38.423493598160206 -19.401379138402387 -15.527346583615582 0 0 0
553 1 -37.04842374415548 -19.43452864586878 -15.170406469340184 0 0 0
552 1 -40.06563969930591 -18.549206511454063 -16.995746428272696 0 0 0
551 1 -38.73760343662847 -18.798033289184218 -16.72622937601113 0 0 0
555 1 -36.442591963322656 -18.28640771623814 -17.189921887019835 0 0 0
497 1 -37.79130819801421 -19.31998625338915 -12.808812976380208 0 0 0
569 1 -27.70836473817517 -17.8601060523846 -16.980705993589005 0 0 0
514 1 -29.692208303528375 -18.997607105196508 -15.388299363195893 0 0 0
511 1 -29.01582353912933 -19.361271418187442 -12.68101880078903 0 0 0
512 1 -28.022889950445858 -19.245211074340265 -13.628825073447546 0 0 0
505 1 -33.05632849003105 -19.51552519211915 -13.952905778393728 0 0 0
510 1 -32.01669736389747 -19.34727029420965 -14.8992516272742 0 0 0
509 1 -30.674383419498525 -19.368906488082946 -14.493259463750443 0 0 0
508 1 -30.375571114485847 -19.430043200672372 -13.0879018302464 0 0 0
518 1 -27.361180954967843 -18.60447679696129 -15.860403055392425 0 0 0
561 1 -32.360666949884624 -18.805328494639454 -16.16054876233316 0 0 0
513 1 -28.36556921609678 -18.978284070042214 -14.940159381399035 0 0 0
558 1 -33.715391976659006 -18.757828078656082 -16.61464326314555 0 0 0
562 1 -31.377091942719915 -18.19585644979721 -16.9428340793476 0 0 0
565 1 -30.033017906052034 -18.326818073940718 -16.571611510441357 0 0 0
525 1 -21.353584389685047 -17.94276873534743 -16.362502684914404 0 0 0
472 1 -21.748747974928996 -19.051126313190714 -12.91247579441372 0 0 0
516 1 -25.68710769035318 -18.966805544322487 -14.134123492117345 0 0 0
515 1 -26.69513744689816 -19.11726310094589 -13.198369546758522 0 0 0
520 1 -23.359486146084755 -18.778372335551747 -14.663785141268313 0 0 0
523 1 -22.031458801266375 -18.88216612460464 -14.26268022843616 0 0 0
519 1 -24.34651884105572 -19.049640809818275 -13.722983295693533 0 0 0
524 1 -20.98593837644796 -18.583054918143624 -15.1822228399272 0 0 0
522 1 -25.05499131112412 -18.149410737829736 -16.26720338969096 0 0 0
521 1 -23.709807140189504 -18.230091542771714 -15.894488686363633 0 0 0
517 1 -26.035619454923385 -18.697545789651613 -15.456155198804174 0 0 0
489 1 -42.338943048778944 -19.452749720170996 -11.543457795532307 0 0 0
491 1 -40.79298639111942 -18.128083496063027 -10.194948733728879 0 0 0
494 1 -41.44519199684148 -19.558234182218815 -12.60670805093409 0 0 0
488 1 -42.015191953786726 -18.783001050080266 -10.415620278542177 0 0 0
492 1 -39.77528312433981 -18.52821921704441 -11.098950438834294 0 0 0
496 1 -37.427042406607335 -18.9202997509702 -11.51987482912118 0 0 0
493 1 -40.10331114249189 -19.174501838806577 -12.263936596121752 0 0 0
448 1 -35.79658825613665 -17.952990804906385 -10.070986123963491 0 0 0
499 1 -36.09073229668808 -18.80102829995833 -11.164764493327832 0 0 0
500 1 -35.08460481686629 -19.248091745295547 -12.050720208327022 0 0 0
495 1 -38.439949547190906 -18.32308869081475 -10.756235015567393 0 0 0
455 1 -29.772339481556802 -18.760616941699205 -10.448256115117056 0 0 0
456 1 -31.10359204073282 -18.86072948159738 -10.879386140957727 0 0 0
503 1 -33.744079330080375 -19.034560319991368 -11.704722674110526 0 0 0
452 1 -33.43318090402886 -18.410704039929193 -10.482146489469665 0 0 0
454 1 -29.487147593715026 -18.18409099831153 -9.215497527424574 0 0 0
459 1 -27.473775860785857 -18.922674787534003 -10.900250531222454 0 0 0
460 1 -28.730769744614214 -19.109275149177403 -11.326352391094195 0 0 0
507 1 -31.404134232246435 -19.266669161038497 -12.166845363669495 0 0 0
504 1 -32.733087735297616 -19.342886144510974 -12.610500412625042 0 0 0
457 1 -28.143883375896966 -18.116723451950172 -8.801862300727215 0 0 0
451 1 -32.125382250385876 -18.333961433589288 -10.08699876693148 0 0 0
410 1 -25.46832463723691 -18.001186815814798 -7.922340630314813 0 0 0
463 1 -25.06821379324881 -18.964030676801247 -11.406308492660617 0 0 0
468 1 -24.055080135412716 -18.981199279179144 -12.363323535663003 0 0 0
469 1 -21.01250978862798 -18.86793974994848 -10.240165366600273 0 0 0
464 1 -26.38802434984546 -19.024168600235598 -11.823079716559413 0 0 0
466 1 -22.334479238904514 -18.995047526776744 -10.60326455163815 0 0 0
465 1 -23.385516845848336 -18.896406265856758 -9.63601070228964 0 0 0
462 1 -24.757907450374283 -18.8112649109439 -10.0737990556173 0 0 0
409 1 -24.10431050289936 -17.900274234870878 -7.55303908062394 0 0 0
413 1 -21.744056289353516 -18.276578131348007 -7.978393851001474 0 0 0
461 1 -25.76600716264676 -18.56808259970588 -9.132100682436898 0 0 0
458 1 -27.10975522820037 -18.630693783382636 -9.594520067589348 0 0 0
467 1 -22.74333516300799 -19.004219236770197 -11.946455438025222 0 0 0
414 1 -23.094126337160127 -18.44717863297026 -8.32369210758943 0 0 0
9 1 -31.80415889536735 -18.14906536421423 17.782429763162323 0 0 0
652 1 -47.16640846237876 -12.094763693086739 -18.928558598214583 0 0 0
703 1 -47.50588142408463 -10.88062888976915 -18.40171899370615 0 0 0
653 1 -44.02626908021743 -14.304595878927737 -18.77232833979785 0 0 0
606 1 -41.29962860512734 -14.945622200224916 -18.55343329249232 0 0 0
